UIO_Encoding,(2,1,)
[0, 0, 0, 0, 0, 0],0
[0, 0, 0, 0, 0, 1],4
[0, 0, 0, 0, 0, 2],8
[0, 0, 0, 0, 0, 3],12
[0, 0, 0, 0, 0, 4],16
[0, 0, 0, 0, 0, 5],20
[0, 0, 0, 0, 1, 1],8
[0, 0, 0, 0, 1, 2],12
[0, 0, 0, 0, 1, 3],16
[0, 0, 0, 0, 1, 4],20
[0, 0, 0, 0, 1, 5],21
[0, 0, 0, 0, 2, 2],16
[0, 0, 0, 0, 2, 3],20
[0, 0, 0, 0, 2, 4],24
[0, 0, 0, 0, 2, 5],22
[0, 0, 0, 0, 3, 3],24
[0, 0, 0, 0, 3, 4],28
[0, 0, 0, 0, 3, 5],23
[0, 0, 0, 0, 4, 4],32
[0, 0, 0, 0, 4, 5],24
[0, 0, 0, 1, 1, 1],12
[0, 0, 0, 1, 1, 2],16
[0, 0, 0, 1, 1, 3],20
[0, 0, 0, 1, 1, 4],21
[0, 0, 0, 1, 1, 5],22
[0, 0, 0, 1, 2, 2],20
[0, 0, 0, 1, 2, 3],24
[0, 0, 0, 1, 2, 4],25
[0, 0, 0, 1, 2, 5],23
[0, 0, 0, 1, 3, 3],28
[0, 0, 0, 1, 3, 4],29
[0, 0, 0, 1, 3, 5],24
[0, 0, 0, 1, 4, 4],30
[0, 0, 0, 1, 4, 5],22
[0, 0, 0, 2, 2, 2],24
[0, 0, 0, 2, 2, 3],28
[0, 0, 0, 2, 2, 4],26
[0, 0, 0, 2, 2, 5],24
[0, 0, 0, 2, 3, 3],32
[0, 0, 0, 2, 3, 4],30
[0, 0, 0, 2, 3, 5],25
[0, 0, 0, 2, 4, 4],28
[0, 0, 0, 2, 4, 5],20
[0, 0, 0, 3, 3, 3],36
[0, 0, 0, 3, 3, 4],31
[0, 0, 0, 3, 3, 5],26
[0, 0, 0, 3, 4, 4],26
[0, 0, 0, 3, 4, 5],18
[0, 0, 1, 1, 1, 1],16
[0, 0, 1, 1, 1, 2],20
[0, 0, 1, 1, 1, 3],21
[0, 0, 1, 1, 1, 4],22
[0, 0, 1, 1, 1, 5],23
[0, 0, 1, 1, 2, 2],24
[0, 0, 1, 1, 2, 3],25
[0, 0, 1, 1, 2, 4],26
[0, 0, 1, 1, 2, 5],24
[0, 0, 1, 1, 3, 3],26
[0, 0, 1, 1, 3, 4],27
[0, 0, 1, 1, 3, 5],22
[0, 0, 1, 1, 4, 4],28
[0, 0, 1, 1, 4, 5],20
[0, 0, 1, 2, 2, 2],28
[0, 0, 1, 2, 2, 3],29
[0, 0, 1, 2, 2, 4],27
[0, 0, 1, 2, 2, 5],25
[0, 0, 1, 2, 3, 3],30
[0, 0, 1, 2, 3, 4],28
[0, 0, 1, 2, 3, 5],23
[0, 0, 1, 2, 4, 4],26
[0, 0, 1, 2, 4, 5],18
[0, 0, 1, 3, 3, 3],31
[0, 0, 1, 3, 3, 4],26
[0, 0, 1, 3, 3, 5],21
[0, 0, 1, 3, 4, 4],21
[0, 0, 1, 3, 4, 5],13
[0, 0, 2, 2, 2, 2],32
[0, 0, 2, 2, 2, 3],30
[0, 0, 2, 2, 2, 4],28
[0, 0, 2, 2, 2, 5],26
[0, 0, 2, 2, 3, 3],28
[0, 0, 2, 2, 3, 4],26
[0, 0, 2, 2, 3, 5],21
[0, 0, 2, 2, 4, 4],24
[0, 0, 2, 2, 4, 5],16
[0, 0, 2, 3, 3, 3],26
[0, 0, 2, 3, 3, 4],21
[0, 0, 2, 3, 3, 5],16
[0, 0, 2, 3, 4, 4],16
[0, 0, 2, 3, 4, 5],8
[0, 1, 1, 1, 1, 1],20
[0, 1, 1, 1, 1, 2],21
[0, 1, 1, 1, 1, 3],22
[0, 1, 1, 1, 1, 4],23
[0, 1, 1, 1, 1, 5],24
[0, 1, 1, 1, 2, 2],22
[0, 1, 1, 1, 2, 3],23
[0, 1, 1, 1, 2, 4],24
[0, 1, 1, 1, 2, 5],22
[0, 1, 1, 1, 3, 3],24
[0, 1, 1, 1, 3, 4],25
[0, 1, 1, 1, 3, 5],20
[0, 1, 1, 1, 4, 4],26
[0, 1, 1, 1, 4, 5],18
[0, 1, 1, 2, 2, 2],23
[0, 1, 1, 2, 2, 3],24
[0, 1, 1, 2, 2, 4],22
[0, 1, 1, 2, 2, 5],20
[0, 1, 1, 2, 3, 3],25
[0, 1, 1, 2, 3, 4],23
[0, 1, 1, 2, 3, 5],18
[0, 1, 1, 2, 4, 4],21
[0, 1, 1, 2, 4, 5],13
[0, 1, 1, 3, 3, 3],26
[0, 1, 1, 3, 3, 4],21
[0, 1, 1, 3, 3, 5],16
[0, 1, 1, 3, 4, 4],16
[0, 1, 1, 3, 4, 5],8
[0, 1, 2, 2, 2, 2],24
[0, 1, 2, 2, 2, 3],22
[0, 1, 2, 2, 2, 4],20
[0, 1, 2, 2, 2, 5],18
[0, 1, 2, 2, 3, 3],20
[0, 1, 2, 2, 3, 4],18
[0, 1, 2, 2, 3, 5],13
[0, 1, 2, 2, 4, 4],16
[0, 1, 2, 2, 4, 5],8
[0, 1, 2, 3, 3, 3],18
[0, 1, 2, 3, 3, 4],13
[0, 1, 2, 3, 3, 5],8
[0, 1, 2, 3, 4, 4],8
[0, 1, 2, 3, 4, 5],0
